Date,.dMIWD00000G,.dMIEF00000G,.dMIEA00000G,JPY=,US10YT=RR,Updated at 17:32:01,US3MT=RR
2018-04-17,1170.65,134198.05,4524.49,106.99,2.8304,2018-03-15 00:00:00,1.772
2018-04-16,1162.32,134386.59,4503.80,107.10,2.8285,2018-03-14 00:00:00,1.754
2018-04-13,1158.55,134941.87,4511.48,107.33,2.8248,2018-03-13 00:00:00,1.726
2018-04-12,1160.07,135553.32,4499.98,107.32,2.8431,2018-03-12 00:00:00,1.682
2018-04-11,1154.27,135470.00,4490.59,106.78,2.7790,2018-03-09 00:00:00,1.675
2018-04-10,1158.93,135439.62,4507.58,107.19,2.8009,2018-03-08 00:00:00,1.675
2018-04-09,1144.27,133846.37,4473.82,106.75,2.7808,2018-03-07 00:00:00,1.685
2018-04-06,1140.79,133564.94,4461.14,106.91,2.7753,2018-03-06 00:00:00,1.682
2018-04-05,1155.39,133629.99,4473.55,107.37,2.8338,2018-03-05 00:00:00,1.667
2018-04-04,1142.44,132425.04,4390.79,106.77,2.8082,2018-03-02 00:00:00,1.644
2018-04-03,1138.03,133728.74,4403.51,106.59,2.7807,2018-03-01 00:00:00,1.629
2018-04-02,1132.52,133742.20,4423.45,105.88,2.7334,2018-02-28 00:00:00,1.659
2018-03-29,1146.22,133935.97,4421.15,106.42,2.7407,2018-02-27 00:00:00,1.675
2018-03-28,1135.46,133211.60,4404.82,106.85,2.7825,2018-02-26 00:00:00,1.646
2018-03-27,1139.20,135538.64,4398.33,105.33,2.7753,2018-02-23 00:00:00,1.644
2018-03-26,1143.91,135326.54,4330.99,105.40,2.8520,2018-02-22 00:00:00,1.644
2018-03-23,1128.16,134401.63,4344.36,104.72,2.8135,2018-02-21 00:00:00,1.647
2018-03-22,1150.13,137127.22,4417.41,105.26,2.8226,2018-02-20 00:00:00,1.61
2018-03-21,1170.74,138605.25,4453.27,106.04,2.8812,2018-02-16 00:00:00,1.608
2018-03-20,1172.17,138651.70,4460.41,106.53,2.8996,2018-02-15 00:00:00,1.598
2018-03-19,1169.86,138033.98,4452.27,106.08,2.8555,2018-02-14 00:00:00,1.588
2018-03-16,1183.45,138856.33,4495.42,106.00,2.8445,2018-02-13 00:00:00,1.608
2018-03-15,1182.11,139086.15,4491.71,106.33,2.8262,2018-02-12 00:00:00,1.572
2018-03-14,1181.58,139129.76,4478.57,106.32,2.8189,2018-02-09 00:00:00,1.562
2018-03-13,1186.51,139669.37,4492.24,106.56,2.8444,2018-02-08 00:00:00,1.552
2018-03-12,1192.30,139613.01,4515.43,106.41,2.8663,2018-02-07 00:00:00,1.547
2018-03-09,1188.77,137919.47,4487.83,106.77,2.8956,2018-02-06 00:00:00,1.524
2018-03-08,1175.67,136755.39,4473.37,106.20,2.8571,2018-02-05 00:00:00,1.493
2018-03-07,1168.37,135797.66,4434.07,106.06,2.8808,2018-02-02 00:00:00,1.486
2018-03-06,1169.53,136344.59,4438.47,106.11,2.8863,2018-02-01 00:00:00,1.488
2018-03-05,1163.35,134639.11,4408.27,106.19,2.8826,2018-01-31 00:00:00,1.465
2018-03-02,1156.05,135452.36,4396.31,105.73,2.8679,2018-01-30 00:00:00,1.46
2018-03-01,1160.44,136570.19,4474.35,106.23,2.8114,2018-01-29 00:00:00,1.409
2018-02-28,1172.80,136641.50,4525.12,106.67,2.8642,2018-01-26 00:00:00,1.422
2018-02-27,1184.68,138206.03,4560.38,107.31,2.9007,2018-01-25 00:00:00,1.427
2018-02-26,1192.93,139002.49,4554.07,106.92,2.8642,2018-01-24 00:00:00,1.44
2018-02-23,1182.63,138605.85,4522.45,106.88,2.8660,2018-01-23 00:00:00,1.447
2018-02-22,1169.59,137133.97,4505.68,106.74,2.9189,2018-01-22 00:00:00,1.424
2018-02-21,1171.01,137841.39,4518.81,107.76,2.9519,2018-01-19 00:00:00,1.434
2018-02-20,1171.88,136187.58,4513.19,107.31,2.8914,2018-01-18 00:00:00,1.44
2018-02-16,1174.59,136387.77,4501.03,106.30,2.8731,2018-01-17 00:00:00,1.445
2018-02-15,1171.29,136696.35,4462.48,106.11,2.9058,2018-01-16 00:00:00,1.429
2018-02-14,1159.26,135090.60,4429.95,107.00,2.9131,2018-01-12 00:00:00,1.445
2018-02-13,1146.80,133293.85,4407.33,107.82,2.8330,2018-01-11 00:00:00,1.437
2018-02-12,1145.61,132082.20,4428.52,108.64,2.8585,2018-01-10 00:00:00,1.424
2018-02-09,1133.02,131155.87,4393.22,108.78,2.8566,2018-01-09 00:00:00,1.45
2018-02-08,1131.64,133308.39,4453.94,108.74,2.8276,2018-01-08 00:00:00,1.414
2018-02-07,1159.34,133994.23,4497.73,109.31,2.8340,2018-01-05 00:00:00,1.404
2018-02-06,1157.82,134582.89,4438.23,109.55,2.8054,2018-01-04 00:00:00,1.404
2018-02-05,1162.49,138020.61,4572.70,109.09,2.7093,2018-01-03 00:00:00,1.404
2018-02-02,1196.73,140182.04,4644.23,110.09,2.8411,2018-01-02 00:00:00,1.411
2018-02-01,1215.26,141539.33,4683.18,109.39,2.7821,2017-12-29 00:00:00,1.391
2018-01-31,1215.74,142120.70,4676.84,109.17,2.7125,2017-12-28 00:00:00,1.407
2018-01-30,1216.84,141712.78,4698.44,108.76,2.7236,2017-12-27 00:00:00,1.447
2018-01-29,1229.70,143707.70,4740.83,108.95,2.6992,2017-12-26 00:00:00,1.345
2018-01-26,1235.04,143966.07,4746.43,108.70,2.6599,2017-12-22 00:00:00,1.335
2018-01-25,1225.05,142596.56,4734.27,109.39,2.6244,2017-12-21 00:00:00,1.353
2018-01-24,1227.30,142769.29,4761.43,109.21,2.6484,2017-12-20 00:00:00,1.384
2018-01-23,1230.09,142541.46,4791.52,110.29,2.6168,2017-12-19 00:00:00,1.386
2018-01-22,1225.23,140941.23,4771.04,110.91,2.6556,2017-12-18 00:00:00,1.348
2018-01-19,1218.86,140354.67,4763.34,110.76,2.6611,2017-12-15 00:00:00,1.317
2018-01-18,1213.06,139882.25,4737.86,111.09,2.6237,2017-12-14 00:00:00,1.315
2018-01-17,1214.24,139502.01,4744.68,111.28,2.5867,2017-12-13 00:00:00,1.305
2018-01-16,1208.42,138921.87,4753.64,110.44,2.5389,2017-12-12 00:00:00,1.343
2018-01-12,1208.73,137920.34,4741.66,111.03,2.5498,2017-12-11 00:00:00,1.294
2018-01-11,1203.44,136973.53,4739.37,111.24,2.5367,2017-12-08 00:00:00,1.284
2018-01-10,1199.70,137151.14,4748.11,111.42,2.5586,2017-12-07 00:00:00,1.292
2018-01-09,1202.09,137885.25,4755.81,112.64,2.5512,2017-12-06 00:00:00,1.294
2018-01-08,1199.24,137904.76,4734.01,113.08,2.4800,2017-12-05 00:00:00,1.315
2018-01-05,1197.05,137086.98,4731.10,113.06,2.4763,2017-12-04 00:00:00,1.315
2018-01-04,1188.86,136086.77,4695.31,112.74,2.4525,2017-12-01 00:00:00,1.266
2018-01-03,1180.40,135446.68,4634.43,112.49,2.4452,2017-11-30 00:00:00,1.269
2018-01-02,1174.07,134837.13,4615.83,112.28,2.4615,2017-11-29 00:00:00,1.289
2017-12-29,1167.39,133101.89,4621.04,112.67,2.4054,2017-11-28 00:00:00,1.297
2017-12-28,1170.46,132629.42,4625.25,112.87,2.4341,2017-11-27 00:00:00,1.256
2017-12-27,1169.14,131769.53,4636.95,113.34,2.4125,2017-11-24 00:00:00,1.271
2017-12-26,1167.25,131117.40,4629.39,113.22,2.4738,2017-11-22 00:00:00,1.292
2017-12-22,1168.39,131508.13,4630.85,113.26,2.4846,2017-11-21 00:00:00,1.31
2017-12-21,1168.20,130829.51,4633.22,113.32,2.4844,2017-11-20 00:00:00,1.271
2017-12-20,1164.81,130462.62,4612.85,113.38,2.4970,2017-11-17 00:00:00,1.271
2017-12-19,1166.49,130628.92,4626.44,112.88,2.4590,2017-11-16 00:00:00,1.261
2017-12-18,1168.74,130250.81,4634.22,112.53,2.3942,2017-11-15 00:00:00,1.256
2017-12-15,1160.25,129461.07,4584.45,112.57,2.3512,2017-11-14 00:00:00,1.271
2017-12-14,1155.97,129953.28,4593.41,112.38,2.3493,2017-11-13 00:00:00,1.215
2017-12-13,1160.02,129691.53,4613.71,112.53,2.3475,2017-11-10 00:00:00,1.23
2017-12-12,1160.50,129247.14,4622.01,113.53,2.4029,2017-11-09 00:00:00,1.233
2017-12-11,1158.77,129862.98,4604.61,113.55,2.3903,2017-11-08 00:00:00,1.225
2017-12-08,1154.74,128947.17,4591.45,113.48,2.3778,2017-11-07 00:00:00,1.218
2017-12-07,1147.14,127765.23,4557.38,113.08,2.3616,2017-11-06 00:00:00,1.187
2017-12-06,1143.43,127563.52,4542.37,112.28,2.3403,2017-11-03 00:00:00,1.177
2017-12-05,1146.93,129145.59,4563.30,112.58,2.3527,2017-11-02 00:00:00,1.167
2017-12-04,1150.37,129843.16,4568.02,112.40,2.3723,2017-11-01 00:00:00,1.167
2017-12-01,1149.20,129236.84,4548.50,112.10,2.3633,2017-10-31 00:00:00,1.154
2017-11-30,1152.32,129710.78,4565.36,112.52,2.4150,2017-10-30 00:00:00,1.103
2017-11-29,1150.09,131686.00,4576.59,111.92,2.3882,2017-10-27 00:00:00,1.1
2017-11-28,1150.90,132414.62,4572.78,111.47,2.3259,2017-10-26 00:00:00,1.108
2017-11-27,1143.62,132298.80,4556.03,111.09,2.3312,2017-10-25 00:00:00,1.111
2017-11-24,1146.63,133542.97,4572.19,111.53,2.3401,2017-10-24 00:00:00,1.126
2017-11-22,1145.09,134139.40,4562.83,111.20,2.3205,2017-10-23 00:00:00,1.098
2017-11-21,1145.40,133833.64,4565.55,112.43,2.3577,2017-10-20 00:00:00,1.103
2017-11-20,1137.96,132332.41,4542.79,112.62,2.3683,2017-10-19 00:00:00,1.093
2017-11-17,1136.45,132321.04,4535.31,112.07,2.3452,2017-10-18 00:00:00,1.095
2017-11-16,1136.92,131319.82,4539.28,113.05,2.3753,2017-10-17 00:00:00,1.101
2017-11-15,1128.31,130140.79,4511.80,112.86,2.3257,2017-10-16 00:00:00,1.083
2017-11-14,1135.43,131121.60,4547.90,113.44,2.3753,2017-10-13 00:00:00,1.077
2017-11-13,1138.66,131707.50,4561.60,113.61,2.4073,2017-10-12 00:00:00,1.08
2017-11-10,1139.98,131970.70,4581.37,113.53,2.4020,2017-10-11 00:00:00,1.095
2017-11-09,1142.81,132477.70,4605.55,113.46,2.3398,2017-10-10 00:00:00,1.083
2017-11-08,1147.35,132535.58,4634.04,113.86,2.3343,2017-10-06 00:00:00,1.07
2017-11-07,1146.07,132657.41,4627.14,114.00,2.3163,2017-10-05 00:00:00,1.07
2017-11-06,1145.50,132211.47,4624.68,113.68,2.3181,2017-10-04 00:00:00,1.07
2017-11-03,1144.34,131678.00,4629.32,114.06,2.3325,2017-10-03 00:00:00,1.062
2017-11-02,1141.72,131487.70,4624.57,114.08,2.3487,2017-10-02 00:00:00,1.044
2017-11-01,1141.27,131758.20,4616.08,114.15,2.3721,2017-09-29 00:00:00,1.057
2017-10-31,1137.15,130779.60,4588.45,113.62,2.3775,2017-09-28 00:00:00,1.057
2017-10-30,1135.69,130343.40,4585.81,113.17,2.3703,2017-09-27 00:00:00,1.065
2017-10-27,1137.12,130080.60,4584.01,113.67,2.4155,2017-09-26 00:00:00,1.07
2017-10-26,1130.18,129526.60,4565.21,113.97,2.4627,2017-09-25 00:00:00,1.024
2017-10-25,1127.23,130076.50,4535.05,113.73,2.4353,2017-09-22 00:00:00,1.029
2017-10-24,1131.85,129986.70,4557.46,113.89,2.4208,2017-09-21 00:00:00,1.034
2017-10-23,1130.56,130061.10,4554.35,113.42,2.3701,2017-09-20 00:00:00,1.047
2017-10-20,1132.60,130396.50,4545.84,113.50,2.3827,2017-09-19 00:00:00,1.044
2017-10-19,1128.34,129811.00,4539.18,112.53,2.3178,2017-09-18 00:00:00,1.027
2017-10-18,1129.95,131000.20,4549.52,112.92,2.3447,2017-09-15 00:00:00,1.037
2017-10-17,1128.31,130880.20,4535.46,112.19,2.3016,2017-09-14 00:00:00,1.055
2017-10-16,1127.91,131246.80,4531.54,112.18,2.3052,2017-09-13 00:00:00,1.044
2017-10-13,1125.62,130563.80,4524.15,111.84,2.2748,2017-09-12 00:00:00,1.044
2017-10-12,1124.42,130378.90,4519.15,112.27,2.3213,2017-09-11 00:00:00,1.047
2017-10-11,1124.38,130011.90,4509.98,112.48,2.3535,2017-09-08 00:00:00,1.047
2017-10-10,1122.32,129533.50,4504.34,112.44,2.3553,2017-09-07 00:00:00,1.047
2017-10-09,1119.56,128615.40,4499.05,112.66,2.3607,2017-09-06 00:00:00,1.065
2017-10-06,1120.58,128722.00,4496.22,112.63,2.3607,2017-09-05 00:00:00,1.009
2017-10-05,1120.48,128299.00,4493.04,112.81,2.3480,2017-09-01 00:00:00,1.011
2017-10-04,1116.01,128184.30,4482.54,112.74,2.3229,2017-08-31 00:00:00,1.004
2017-10-03,1115.56,127901.00,4489.17,112.84,2.3247,2017-08-30 00:00:00,1.024
2017-10-02,1111.46,126237.70,4475.27,112.75,2.3408,2017-08-29 00:00:00,1.037
2017-09-29,1107.03,125873.20,4455.94,112.47,2.3390,2017-08-28 00:00:00,1.032
2017-09-28,1102.53,125040.60,4438.43,112.33,2.3085,2017-08-25 00:00:00,1.021
2017-09-27,1101.35,125579.80,4426.35,112.81,2.3103,2017-08-24 00:00:00,1.024
2017-09-26,1097.15,125346.30,4411.37,112.22,2.2357,2017-08-23 00:00:00,1.001
2017-09-25,1098.15,125932.70,4415.94,111.72,2.2216,2017-08-22 00:00:00,1.016
2017-09-22,1100.66,127309.60,4414.90,111.97,2.2534,2017-08-21 00:00:00,0.991
2017-09-21,1100.61,128111.80,4409.55,112.46,2.2782,2017-08-18 00:00:00,1.014
2017-09-20,1101.90,128146.80,4406.35,112.21,2.2729,2017-08-17 00:00:00,1.004
2017-09-19,1101.37,128067.30,4407.74,111.58,2.2463,2017-08-16 00:00:00,1.014
2017-09-18,1099.02,128314.70,4385.05,111.56,2.2340,2017-08-15 00:00:00,1.034
2017-09-15,1095.23,126985.00,4369.30,110.84,2.2023,2017-08-14 00:00:00,1.029
2017-09-14,1095.14,126784.70,4384.46,110.22,2.1865,2017-08-11 00:00:00,1.039
2017-09-13,1096.23,126632.70,4396.13,110.47,2.1935,2017-08-10 00:00:00,1.044
2017-09-12,1095.50,126700.50,4390.61,110.16,2.1672,2017-08-09 00:00:00,1.052
2017-09-11,1090.92,126141.30,4369.27,109.39,2.1340,2017-08-08 00:00:00,1.057
2017-09-08,1079.95,125146.00,4324.57,107.83,2.0541,2017-08-07 00:00:00,1.057
2017-09-07,1081.04,125090.10,4328.02,108.44,2.0422,2017-08-04 00:00:00,1.077
2017-09-06,1079.37,124620.30,4312.24,109.22,2.1064,2017-08-03 00:00:00,1.085
2017-09-05,1077.97,124756.20,4313.32,108.80,2.0630,2017-08-02 00:00:00,1.078
2017-09-01,1086.29,125425.90,4350.53,110.25,2.1657,2017-08-01 00:00:00,1.085
2017-08-31,1083.87,125288.20,4336.82,109.96,2.1205,2017-07-31 00:00:00,1.083
2017-08-30,1077.73,125219.60,4306.31,110.22,2.1362,2017-07-28 00:00:00,1.08
2017-08-29,1072.21,124486.30,4283.74,109.74,2.1292,2017-07-27 00:00:00,1.106
2017-08-28,1074.49,124776.00,4314.58,109.24,2.1589,2017-07-26 00:00:00,1.129
2017-08-25,1075.22,125007.70,4323.36,109.34,2.1694,2017-07-25 00:00:00,1.172
2017-08-24,1074.26,124847.60,4324.05,109.54,2.1956,2017-07-24 00:00:00,1.179
2017-08-23,1074.65,124231.20,4325.24,109.02,2.1694,2017-07-21 00:00:00,1.169
2017-08-22,1076.30,123858.10,4331.09,109.56,2.2166,2017-07-20 00:00:00,1.144
2017-08-21,1067.27,122878.50,4302.68,108.97,2.1834,2017-07-19 00:00:00,1.116
2017-08-18,1067.36,122656.50,4314.32,109.17,2.1974,2017-07-18 00:00:00,1.07
2017-08-17,1071.45,122931.10,4346.02,109.56,2.1853,2017-07-17 00:00:00,1.047
2017-08-16,1081.52,122704.50,4364.45,110.18,2.2255,2017-07-14 00:00:00,1.034
2017-08-15,1078.19,121974.30,4344.79,110.66,2.2728,2017-07-13 00:00:00,1.039
2017-08-14,1077.05,121927.70,4327.97,109.62,2.2237,2017-07-12 00:00:00,1.05
2017-08-11,1068.21,120884.30,4304.57,109.15,2.1905,2017-07-11 00:00:00,1.06
2017-08-10,1071.35,122258.00,4334.81,109.20,2.2010,2017-07-10 00:00:00,1.039
2017-08-09,1083.43,123569.90,4363.19,110.06,2.2494,2017-07-07 00:00:00,1.034
2017-08-08,1087.42,124268.20,4398.69,110.30,2.2619,2017-07-06 00:00:00,1.034
2017-08-07,1088.38,123972.60,4397.73,110.73,2.2566,2017-07-05 00:00:00,1.05
2017-08-04,1085.77,123015.90,4389.18,110.67,2.2637,2017-07-03 00:00:00,1.026
2017-08-03,1082.68,122638.50,4371.43,110.02,2.2194,2017-06-30 00:00:00,1.021
2017-08-02,1083.86,123212.10,4363.48,110.72,2.2710,2017-06-29 00:00:00,1.029
2017-08-01,1083.47,123001.00,4366.44,110.35,2.2532,2017-06-28 00:00:00,1.011
2017-07-31,1079.29,122656.30,4337.86,110.25,2.2960,2017-06-27 00:00:00,1.019
2017-07-28,1079.46,122258.50,4340.70,110.65,2.2906,2017-06-26 00:00:00,0.96
2017-07-27,1083.33,122764.80,4370.64,111.22,2.3193,2017-06-23 00:00:00,0.958
2017-07-26,1082.97,122406.80,4364.45,111.15,2.2925,2017-06-22 00:00:00,0.958
2017-07-25,1081.10,122180.40,4344.22,111.88,2.3318,2017-06-21 00:00:00,0.994
2017-07-24,1078.18,122336.00,4328.70,111.09,2.2570,2017-06-20 00:00:00,1.019
2017-07-21,1079.86,121820.00,4349.39,111.10,2.2375,2017-06-19 00:00:00,1.011
2017-07-20,1082.98,121930.10,4381.33,111.89,2.2571,2017-06-16 00:00:00,1.011
2017-07-19,1081.83,121897.40,4368.52,111.95,2.2713,2017-06-15 00:00:00,1.019
2017-07-18,1076.21,121099.00,4350.86,112.06,2.2607,2017-06-14 00:00:00,1.011
2017-07-17,1078.09,121087.20,4378.46,112.62,2.3141,2017-06-13 00:00:00,1.009
2017-07-14,1077.77,120785.70,4377.41,112.50,2.3319,2017-06-12 00:00:00,0.998
2017-07-13,1074.26,120382.00,4372.47,113.27,2.3480,2017-06-09 00:00:00,1.006
2017-07-12,1071.35,119377.90,4362.50,113.13,2.3195,2017-06-08 00:00:00,0.999
2017-07-11,1063.83,118472.50,4331.14,113.92,2.3605,2017-06-07 00:00:00,0.999
2017-07-10,1063.25,117309.30,4336.13,114.03,2.3730,2017-06-06 00:00:00,0.983
2017-07-07,1060.39,116738.60,4316.85,113.88,2.3856,2017-06-05 00:00:00,0.973
2017-07-06,1057.95,117245.10,4323.85,113.20,2.3677,2017-06-02 00:00:00,0.978
2017-07-05,1064.82,117461.70,4340.14,113.25,2.3267,2017-06-01 00:00:00,0.973
2017-07-03,1064.09,117564.20,4339.13,113.37,2.3481,2017-05-31 00:00:00,0.978
2017-06-30,1059.61,116850.30,4308.61,112.35,2.3037,2017-05-30 00:00:00,0.935
2017-06-29,1061.18,116963.00,4336.40,112.16,2.2666,2017-05-26 00:00:00,0.935
2017-06-28,1068.12,116803.00,4361.03,112.28,2.2261,2017-05-25 00:00:00,0.932
2017-06-27,1063.47,117109.40,4364.88,112.34,2.2033,2017-05-24 00:00:00,0.93
2017-06-26,1069.43,117325.30,4377.63,111.83,2.1352,2017-05-23 00:00:00,0.937
2017-06-23,1067.32,116510.80,4364.45,111.26,2.1440,2017-05-22 00:00:00,0.904
2017-06-22,1066.53,116384.20,4371.06,111.32,2.1477,2017-05-19 00:00:00,0.914
2017-06-21,1065.93,116029.90,4368.06,111.37,2.1651,2017-05-18 00:00:00,0.917
2017-06-20,1067.58,116075.30,4385.19,111.42,2.1565,2017-05-17 00:00:00,0.902
2017-06-19,1072.67,116152.20,4396.86,111.51,2.1914,2017-05-16 00:00:00,0.915
2017-06-16,1063.83,114959.50,4362.00,110.84,2.1531,2017-05-15 00:00:00,0.886
2017-06-15,1061.46,114857.00,4336.49,110.91,2.1637,2017-05-12 00:00:00,0.879
2017-06-14,1065.50,115626.10,4361.64,109.56,2.1273,2017-05-11 00:00:00,0.884
2017-06-13,1066.71,115531.10,4365.73,110.05,2.2109,2017-05-10 00:00:00,0.899
2017-06-12,1062.28,115339.00,4347.98,109.92,2.2145,2017-05-09 00:00:00,0.915
2017-06-09,1065.72,116277.00,4369.86,110.33,2.2023,2017-05-08 00:00:00,0.894
2017-06-08,1064.74,116412.20,4348.86,109.97,2.1920,2017-05-05 00:00:00,0.892
2017-06-07,1064.21,115911.50,4353.25,109.79,2.1763,2017-05-04 00:00:00,0.879
2017-06-06,1063.85,115826.20,4359.68,109.40,2.1451,2017-05-03 00:00:00,0.871
2017-06-05,1067.68,115976.50,4385.93,110.45,2.1834,2017-05-02 00:00:00,0.861
2017-06-02,1069.30,115801.20,4398.04,110.40,2.1591,2017-05-01 00:00:00,0.808
2017-06-01,1064.01,115119.90,4365.91,111.34,2.2132,2017-04-28 00:00:00,0.803
2017-05-31,1057.02,114888.80,4341.14,110.75,2.2063,2017-04-27 00:00:00,0.808
2017-05-30,1058.32,115769.20,4343.92,110.82,2.2080,2017-04-26 00:00:00,0.825
2017-05-26,1059.82,116002.40,4351.85,111.31,2.2500,2017-04-25 00:00:00,0.831
2017-05-25,1059.76,115680.40,4358.28,111.82,2.2554,2017-04-24 00:00:00,0.795
2017-05-24,1056.14,114901.40,4354.46,111.49,2.2519,2017-04-21 00:00:00,0.785
2017-05-23,1053.94,114839.10,4344.89,111.77,2.2817,2017-04-20 00:00:00,0.792
2017-05-22,1052.59,114741.00,4342.45,111.27,2.2520,2017-04-19 00:00:00,0.808
2017-05-19,1048.11,114144.90,4330.31,111.26,2.2346,2017-04-18 00:00:00,0.828
2017-05-18,1041.57,113551.30,4307.50,111.47,2.2277,2017-04-17 00:00:00,0.815
2017-05-17,1043.51,114854.40,4340.57,110.80,2.2225,2017-04-13 00:00:00,0.81
2017-05-16,1058.00,115379.80,4383.14,113.11,2.3257,2017-04-12 00:00:00,0.815
2017-05-15,1057.16,115104.70,4369.72,113.77,2.3433,2017-04-11 00:00:00,0.823
2017-05-12,1053.09,114644.40,4361.68,113.33,2.3257,2017-04-10 00:00:00,0.81
2017-05-11,1053.24,114583.10,4354.50,113.84,2.3927,2017-04-07 00:00:00,0.82
2017-05-10,1054.54,114227.80,4359.38,114.27,2.4105,2017-04-06 00:00:00,0.81
2017-05-09,1052.53,113845.60,4350.89,113.98,2.3977,2017-04-05 00:00:00,0.803
2017-05-08,1051.85,113063.50,4343.28,113.24,2.3886,2017-04-04 00:00:00,0.803
2017-05-05,1049.13,112200.50,4321.33,112.71,2.3505,2017-04-03 00:00:00,0.764
2017-05-04,1045.10,112396.00,4303.81,112.45,2.3523,2017-03-31 00:00:00,0.762
2017-05-03,1043.45,112632.40,4280.23,112.73,2.3216,2017-03-30 00:00:00,0.78
2017-05-02,1044.82,112901.60,4281.71,111.96,2.2874,2017-03-29 00:00:00,0.777
2017-05-01,1041.29,112182.90,4253.56,111.83,2.3216,2017-03-28 00:00:00,0.795
2017-04-28,1039.57,112105.80,4246.81,111.53,2.2892,2017-03-27 00:00:00,0.78
2017-04-27,1041.12,112085.00,4254.89,111.25,2.2999,2017-03-24 00:00:00,0.769
2017-04-26,1041.65,112221.90,4262.54,111.03,2.3035,2017-03-23 00:00:00,0.769
2017-04-25,1040.11,112034.70,4240.34,111.08,2.3340,2017-03-22 00:00:00,0.769
2017-04-24,1033.59,110732.50,4218.79,109.75,2.2730,2017-03-21 00:00:00,0.775
2017-04-21,1019.95,109992.20,4134.72,109.07,2.2463,2017-03-20 00:00:00,0.734
2017-04-20,1020.48,109659.70,4125.13,109.31,2.2356,2017-03-17 00:00:00,0.729
2017-04-19,1014.72,109073.20,4113.30,108.85,2.2160,2017-03-16 00:00:00,0.734
2017-04-18,1015.99,109441.30,4112.59,108.40,2.1718,2017-03-15 00:00:00,0.739
2017-04-17,1021.28,109941.60,4151.98,108.89,2.2481,2017-03-14 00:00:00,0.775
2017-04-13,1016.49,109976.90,4153.96,109.08,2.2320,2017-03-13 00:00:00,0.749
2017-04-12,1022.00,110050.60,4173.93,109.00,2.2445,2017-03-10 00:00:00,0.747
2017-04-11,1024.69,109855.90,4181.18,109.60,2.2980,2017-03-09 00:00:00,0.734
2017-04-10,1026.08,110200.80,4185.51,110.93,2.3661,2017-03-08 00:00:00,0.729
2017-04-07,1025.02,110336.50,4177.93,111.05,2.3822,2017-03-07 00:00:00,0.757
2017-04-06,1024.63,110478.60,4164.51,110.80,2.3408,2017-03-06 00:00:00,0.729
2017-04-05,1024.54,110868.80,4176.43,110.68,2.3390,2017-03-03 00:00:00,0.706
2017-04-04,1025.66,110355.40,4174.60,110.72,2.3641,2017-03-02 00:00:00,0.665
2017-04-03,1024.88,110146.60,4174.89,110.87,2.3229,2017-03-01 00:00:00,0.635
2017-03-31,1025.95,109536.00,4185.30,111.38,2.3892,2017-02-28 00:00:00,0.541
2017-03-30,1028.71,110216.40,4195.37,111.89,2.4215,2017-02-27 00:00:00,0.51
2017-03-29,1027.61,110542.80,4194.17,111.03,2.3801,2017-02-24 00:00:00,0.515
2017-03-28,1024.70,110307.50,4173.18,111.12,2.4196,2017-02-23 00:00:00,0.515
2017-03-27,1017.16,109696.50,4138.27,110.65,2.3782,2017-02-22 00:00:00,0.528
2017-03-24,1019.87,110196.00,4161.40,111.33,2.4177,2017-02-21 00:00:00,0.523
2017-03-23,1019.38,110233.00,4150.57,110.93,2.4176,2017-02-17 00:00:00,0.525
2017-03-22,1017.92,110057.30,4129.59,111.14,2.4032,2017-02-16 00:00:00,0.525
2017-03-21,1020.64,110607.60,4170.46,111.71,2.4157,2017-02-15 00:00:00,0.538
2017-03-20,1029.30,110588.30,4188.76,112.55,2.4626,2017-02-14 00:00:00,0.553
2017-03-17,1030.46,110207.80,4192.03,112.70,2.5005,2017-02-13 00:00:00,0.541
2017-03-16,1030.91,110063.20,4189.78,113.30,2.5366,2017-02-10 00:00:00,0.538
2017-03-15,1028.37,108613.00,4168.11,113.35,2.5003,2017-02-09 00:00:00,0.543
2017-03-14,1022.80,108468.30,4161.10,114.73,2.6021,2017-02-08 00:00:00,0.543
2017-03-13,1025.36,108214.40,4170.47,114.87,2.6258,2017-02-07 00:00:00,0.543
2017-03-10,1022.99,107088.90,4162.93,114.74,2.5745,2017-02-06 00:00:00,0.52
2017-03-09,1019.09,106944.50,4138.58,114.91,2.6090,2017-02-03 00:00:00,0.505
2017-03-08,1018.92,107731.20,4131.57,114.32,2.5597,2017-02-02 00:00:00,0.505
2017-03-07,1020.36,107694.40,4132.85,113.96,2.5179,2017-02-01 00:00:00,0.518
2017-03-06,1022.15,107677.10,4135.71,113.87,2.4943,2017-01-31 00:00:00,0.518
2017-03-03,1024.50,107458.90,4146.81,113.99,2.4816,2017-01-30 00:00:00,0.513
2017-03-02,1024.76,107762.40,4151.48,114.38,2.4815,2017-01-27 00:00:00,0.515
2017-03-01,1026.97,107758.20,4137.87,113.71,2.4580,2017-01-26 00:00:00,0.505
2017-02-28,1014.44,107432.90,4082.18,112.75,2.3971,2017-01-25 00:00:00,0.5
2017-02-27,1016.12,107754.30,4077.99,112.67,2.3667,2017-01-24 00:00:00,0.51
2017-02-24,1016.54,108119.00,4086.54,112.18,2.3152,2017-01-23 00:00:00,0.492
2017-02-23,1018.88,108902.90,4111.45,112.57,2.3755,2017-01-20 00:00:00,0.497
2017-02-22,1019.48,109175.20,4115.81,113.27,2.4147,2017-01-19 00:00:00,0.52
